,username,follower,username_raw
1434,@sdonapar,False,sdonapar
1435,@raginggoon,False,raginggoon
1436,@alsombra7,False,alsombra7
1437,@cordyceptive,False,cordyceptive
1438,@eigenrobot,False,eigenrobot
1439,@msjgriffiths,False,msjgriffiths
1440,@bmservilha,True,bmservilha
1441,@pra_khatiwada,False,pra_khatiwada
1442,@armenberjikly,True,armenberjikly
1443,@agent_cooper,False,agent_cooper
1444,@rukku,False,rukku
1445,@bearloga,False,bearloga
1446,@IGurovich,False,IGurovich
1447,@joe_plumb,False,joe_plumb
1448,@theNath90,False,theNath90
1449,@leyestweets,True,leyestweets
1450,@GarrettRMooney,False,GarrettRMooney
1451,@pspenano,False,pspenano
1452,@leviathan_alpha,False,leviathan_alpha
1453,@rikuler,True,rikuler
1454,@ChengSoonOng,False,ChengSoonOng
1455,@Pavanusha,False,Pavanusha
1456,@eddoding,False,eddoding
1457,@omgjjd,False,omgjjd
1458,@colin_durant,False,colin_durant
1459,@alpha46837867,True,alpha46837867
1460,@teleonomist,False,teleonomist
1461,@MarksBrainWaves,False,MarksBrainWaves
1462,@salihoglu_arsa,False,salihoglu_arsa
1463,@mcrobertmeek,False,mcrobertmeek
1464,@brettellingson,True,brettellingson
1465,@JoBuczkowska,False,JoBuczkowska
1466,@alexmgillespie,False,alexmgillespie
1467,@p4thik,False,p4thik
1468,@JoshDuntz,False,JoshDuntz
1469,@garnaiksumeet,False,garnaiksumeet
1470,@drethelin,False,drethelin
1471,@giffengrabber,False,giffengrabber
1472,@AlexiTanguay,True,AlexiTanguay
1473,@Silversteeze,True,Silversteeze
1474,@_KevinSmith,False,_KevinSmith
1475,@randolph380,False,randolph380
1476,@saarw,True,saarw
1477,@CorneliusEcon,False,CorneliusEcon
1478,@roshanr314,False,roshanr314
1479,@PeteMart10,True,PeteMart10
1480,@NYDrewReynolds,False,NYDrewReynolds
1481,@pflynn09,False,pflynn09
1482,@JudahGabriel,True,JudahGabriel
1483,@jdamon96,True,jdamon96
1484,@Voidious,True,Voidious
1485,@istifotti,False,istifotti
1486,@ViktorBunin,False,ViktorBunin
1487,@mathtick,False,mathtick
1488,@atttticus,True,atttticus
1489,@Abe_RL,True,Abe_RL
1490,@BaiCharles,False,BaiCharles
1491,@TDaunt,False,TDaunt
1492,@liora_,False,liora_
1493,@t4t5,False,t4t5
1494,@andyh2,False,andyh2
1495,@djngoma,True,djngoma
1496,@masoncbledsoe,False,masoncbledsoe
1497,@gilbertdwarner,False,gilbertdwarner
1498,@MarkoOroz,False,MarkoOroz
1499,@jurylady5,False,jurylady5
1500,@PayomDousti,False,PayomDousti
1501,@ListenHereJimbo,True,ListenHereJimbo
1502,@Welmner_Sapfin,False,Welmner_Sapfin
1503,@chriiius,False,chriiius
1504,@zdubnewz,True,zdubnewz
1505,@Ryan_Donovan33,True,Ryan_Donovan33
1506,@Nick_Codes_,True,Nick_Codes_
1507,@cwoodrich,False,cwoodrich
1508,@kartikhelps,False,kartikhelps
1509,@taylorwbrent,False,taylorwbrent
1510,@JLelonMitchell,False,JLelonMitchell
1511,@kennabee__,False,kennabee__
1512,@AndreTI,False,AndreTI
1513,@chheden,False,chheden
1514,@cheesechoker,False,cheesechoker
1515,@explicanda,False,explicanda
1516,@kevinclancy_,False,kevinclancy_
1517,@WolfeTyler,True,WolfeTyler
1518,@brendanemcmanus,False,brendanemcmanus
1519,@ScottMasten,False,ScottMasten
1520,@kirkbyers,False,kirkbyers
1521,@KellerScholl,False,KellerScholl
1522,@JustJoshinYou13,False,JustJoshinYou13
1523,@rustamrocks,False,rustamrocks
1524,@deoates,True,deoates
1525,@sozodennis,False,sozodennis
1526,@thekatzpajamas_,True,thekatzpajamas_
1527,@AJGierer,False,AJGierer
1528,@blancheathome,False,blancheathome
1529,@jamescmlin,False,jamescmlin
1530,@discotechnician,False,discotechnician
1531,@SilversteinBud,False,SilversteinBud
1532,@outra_ja,False,outra_ja
1533,@SamuelKnoche,False,SamuelKnoche
1534,@hal_llowell,False,hal_llowell
1535,@coudron,False,coudron
1536,@risto_saari,False,risto_saari
1537,@KimJongsHair,False,KimJongsHair
1538,@ArunSolanky,False,ArunSolanky
1539,@IamBrandonHill,False,IamBrandonHill
1540,@nuhaa_i,True,nuhaa_i
1541,@integralhero,False,integralhero
1542,@EHDLO,False,EHDLO
1543,@hamsarris2,False,hamsarris2
1544,@crplanas,False,crplanas
1545,@TessHottenroth,False,TessHottenroth
1546,@Precocious___,True,Precocious___
1547,@alexandra_dobre,False,alexandra_dobre
1548,@atfintech,False,atfintech
1549,@justanotherlist,True,justanotherlist
1550,@peefsmash,False,peefsmash
1551,@drmentzel,False,drmentzel
1552,@07_Nitin_07,False,07_Nitin_07
1553,@parisvega,False,parisvega
1554,@samngibb,False,samngibb
1555,@joshuasherlock,False,joshuasherlock
1556,@dmill989,False,dmill989
1557,@TheExcelGawd,False,TheExcelGawd
1558,@ilovguitars,True,ilovguitars
1559,@SamFargo,True,SamFargo
1560,@irish_dude7,False,irish_dude7
1561,@BoyWeaver,True,BoyWeaver
1562,@NarwhalTan,False,NarwhalTan
1563,@pascallisp,True,pascallisp
1564,@dbkahn,False,dbkahn
1565,@jerrysun_,False,jerrysun_
1566,@jomi_gelato,False,jomi_gelato
1567,@AntisocialJW2,False,AntisocialJW2
1568,@Crybyte,False,Crybyte
1569,@DangerBag,False,DangerBag
1570,@JoshTeperman,False,JoshTeperman
1571,@shayannneee,False,shayannneee
1572,@burritobritoboy,False,burritobritoboy
1573,@htihle,False,htihle
1574,@LapoLazzati,False,LapoLazzati
1575,@damanlegend,False,damanlegend
1576,@phillrosen,False,phillrosen
1577,@BigBearDFS,False,BigBearDFS
1578,@Hero_McDerp,True,Hero_McDerp
1579,@harjodh_s,False,harjodh_s
1580,@alex_acree,True,alex_acree
1581,@insideNiMA,False,insideNiMA
1582,@nserrino,False,nserrino
1583,@simonsarris,True,simonsarris
1584,@larrypajamas,False,larrypajamas
1585,@arshkaul6,False,arshkaul6
1586,@PappyVanBuffalo,False,PappyVanBuffalo
1587,@DukeofSaque,False,DukeofSaque
1588,@AyushBardhan99,False,AyushBardhan99
1589,@Ryan_Ostenberg,False,Ryan_Ostenberg
1590,@Hollister,False,Hollister
1591,@gonsanchezs,False,gonsanchezs
1592,@stinerbiner,False,stinerbiner
1593,@hatathee,True,hatathee
1594,@bilieureath,True,bilieureath
1595,@hprrl,True,hprrl
1596,@OlliTiainen,True,OlliTiainen
1597,@Wealth_Theory,False,Wealth_Theory
1598,@RobbieMac18,False,RobbieMac18
1599,@MGKage,False,MGKage
1600,@capthoughts,False,capthoughts
1601,@rabois_likes,False,rabois_likes
1602,@lmg711,False,lmg711
1603,@MitchShanklin,False,MitchShanklin
1604,@bradomics,False,bradomics
1605,@minhphan2301,False,minhphan2301
1606,@EvanLWest,True,EvanLWest
1607,@fortenforge,False,fortenforge
1608,@CurtWH2,False,CurtWH2
1609,@MaxKajiwara,False,MaxKajiwara
1610,@CarlosPalAr,False,CarlosPalAr
1611,@mariannpacho,False,mariannpacho
1612,@cmatthewcrice,False,cmatthewcrice
1613,@nkrvivek,True,nkrvivek
1614,@TheRealChrisCCI,False,TheRealChrisCCI
1615,@vandana_guru,True,vandana_guru
1616,@hops716,False,hops716
1617,@DittmerChase,False,DittmerChase
1618,@SalArredondoJr,False,SalArredondoJr
1619,@Ga1arza,True,Ga1arza
1620,@conner_xyz,True,conner_xyz
1621,@ibeckermayer,True,ibeckermayer
1622,@MikeFHay,False,MikeFHay
1623,@RojasGorky,True,RojasGorky
1624,@kapil1c,False,kapil1c
1625,@vali19th,False,vali19th
1626,@kylewhitley,True,kylewhitley
1627,@NangiaAu,True,NangiaAu
1628,@SalamFatai5,True,SalamFatai5
1629,@arieldiaz,False,arieldiaz
1630,@kirbz_n,False,kirbz_n
1631,@ImStillJeremy,False,ImStillJeremy
1632,@jay_martin21,False,jay_martin21
1633,@ryanpbrewster,False,ryanpbrewster
1634,@lukemh97,False,lukemh97
1635,@JawharaTariq,True,JawharaTariq
1636,@NordErika,False,NordErika
1637,@socialmontoya,True,socialmontoya
1638,@tomhschmidt,False,tomhschmidt
1639,@spencercamp,False,spencercamp
1640,@WheresTheER,False,WheresTheER
1641,@my_crusty_hands,False,my_crusty_hands
1642,@JettTrj82099,False,JettTrj82099
1643,@William_Blake,False,William_Blake
1644,@HoosierCrunk,True,HoosierCrunk
1645,@ScronkfinkleAi,True,ScronkfinkleAi
1646,@sketerpot,False,sketerpot
1647,@corey_gwin,True,corey_gwin
1648,@ConnorMaloney,True,ConnorMaloney
1649,@MJMReport,True,MJMReport
1650,@ncanarchist,True,ncanarchist
1651,@SWE810,False,SWE810
1652,@DrBruce_Banner,True,DrBruce_Banner
1653,@niket,False,niket
1654,@JStolzz,True,JStolzz
1655,@stolzy3,False,stolzy3
1656,@MilhausVandelay,False,MilhausVandelay
1657,@JeremyGoldberg2,False,JeremyGoldberg2
1658,@HinkelJohn,False,HinkelJohn
1659,@pacday,False,pacday
1660,@irrvrntVC,False,irrvrntVC
1661,@BradWilczek,False,BradWilczek
1662,@danny_tsoi,False,danny_tsoi
1663,@calmasshole,True,calmasshole
1664,@bobbydvs,False,bobbydvs
1665,@PatrickParfrey,True,PatrickParfrey
1666,@MattRohn,False,MattRohn
1667,@AndrewFrancis_C,True,AndrewFrancis_C
1668,@PentLok,False,PentLok
1669,@OG_Gaymer,False,OG_Gaymer
1670,@CrashBand7,False,CrashBand7
1671,@AlexHCase,False,AlexHCase
1672,@TheMemo____,True,TheMemo____
1673,@mccann_tom,True,mccann_tom
1674,@BrandonRomauld,True,BrandonRomauld
1675,@eupsychian,True,eupsychian
1676,@tosthenes,True,tosthenes
1677,@milobissin,False,milobissin
1678,@JohnDDulin,True,JohnDDulin
1679,@akaranam,True,akaranam
1680,@colorblindk1d,False,colorblindk1d
1681,@rorycam85011089,True,rorycam85011089
1682,@Clarksterh,False,Clarksterh
1683,@Nadjiggle,False,Nadjiggle
1684,@corisherman,True,corisherman
1685,@micahmerrick,False,micahmerrick
1686,@bitcoin1776,False,bitcoin1776
1687,@ThatMrA,False,ThatMrA
1688,@niclasernst,False,niclasernst
1689,@akyrafiq,False,akyrafiq
1690,@Jon_StewartMill,True,Jon_StewartMill
1691,@so_allegedly,False,so_allegedly
1692,@Djvoicu,True,Djvoicu
1693,@smilesturner,False,smilesturner
1694,@connorcirillo,False,connorcirillo
1695,@ranreichman,False,ranreichman
1696,@tianamariec,True,tianamariec
1697,@kraustifer,True,kraustifer
1698,@danielgollahon,True,danielgollahon
1699,@AmritPa1,False,AmritPa1
1700,@Mohsin585,False,Mohsin585
1701,@tommy_muench_,False,tommy_muench_
1702,@bestgirltsukky,False,bestgirltsukky
1703,@micheleserro,False,micheleserro
1704,@JosephJohnCox,False,JosephJohnCox
1705,@Kgasca24,False,Kgasca24
1706,@PHandsome4,False,PHandsome4
1707,@kevindstevens,False,kevindstevens
1708,@_siddsingh,False,_siddsingh
1709,@Woolf,False,Woolf
1710,@Drew_Tran,True,Drew_Tran
1711,@tomerdmann,False,tomerdmann
1712,@NeilNotAmstrong,False,NeilNotAmstrong
1713,@DrZeeshanZia,False,DrZeeshanZia
1714,@jeroaranda,True,jeroaranda
1715,@ahmedm1rza,False,ahmedm1rza
1716,@pavelhradecky,True,pavelhradecky
1717,@aresnick,True,aresnick
1718,@wronglib,False,wronglib
1719,@kimmytaylor,False,kimmytaylor
1720,@aparnabhumi,False,aparnabhumi
1721,@theMitchMonster,False,theMitchMonster
1722,@JYOuyang,True,JYOuyang
1723,@StephenPiment,False,StephenPiment
1724,@JohnZettler,False,JohnZettler
1725,@joshuarterry,False,joshuarterry
1726,@andyhayden1,False,andyhayden1
1727,@mrforum26,False,mrforum26
1728,@JMatthewMcGarry,False,JMatthewMcGarry
1729,@gone_arai,False,gone_arai
1730,@kadirgun_,True,kadirgun_
1731,@Joce328,True,Joce328
1732,@sean_pawley,False,sean_pawley
1733,@emordnilap_on,True,emordnilap_on
1734,@shriyanevatia,False,shriyanevatia
1735,@as_per_ushe,False,as_per_ushe
1736,@SoOppressed,False,SoOppressed
1737,@immichaelwang,False,immichaelwang
1738,@ccachor2,False,ccachor2
1739,@rargulati,True,rargulati
1740,@usufructionist,False,usufructionist
1741,@Josh_Lipson,True,Josh_Lipson
1742,@eyeino,True,eyeino
1743,@adamdavid85,False,adamdavid85
1744,@BlueShiftBlazar,False,BlueShiftBlazar
1745,@ronw04,False,ronw04
1746,@juliainor,False,juliainor
1747,@bradysoglin,False,bradysoglin
1748,@_alexors,True,_alexors
1749,@GregHadley,False,GregHadley
1750,@ShreyKeny,True,ShreyKeny
1751,@EricBarbs,True,EricBarbs
1752,@BryanBeshore,True,BryanBeshore
1753,@GrahamThornton1,True,GrahamThornton1
1754,@StefanFSchubert,True,StefanFSchubert
1755,@kardianos,True,kardianos
1756,@KishanMaher,False,KishanMaher
1757,@anthonyhennen,True,anthonyhennen
1758,@G_Sizzle22,False,G_Sizzle22
1759,@nkosberg,False,nkosberg
1760,@barndad,False,barndad
1761,@LindseyBaltz,True,LindseyBaltz
1762,@RachaAwada,False,RachaAwada
1763,@mathjock,True,mathjock
1764,@KolarMatt,False,KolarMatt
1765,@vipulsatya,False,vipulsatya
1766,@themrmalachi,True,themrmalachi
1767,@logangraham,True,logangraham
1768,@MaxVillarreal72,False,MaxVillarreal72
1769,@a2,False,a2
1770,@MattOrth,True,MattOrth
1771,@dmbkarma,True,dmbkarma
1772,@AndrewJMikol,True,AndrewJMikol
1773,@LadybugPodcast,False,LadybugPodcast
1774,@BSkip22,False,BSkip22
1775,@EmperorBlargus,True,EmperorBlargus
1776,@Knightbloo,False,Knightbloo
1777,@2michaeltaylor,True,2michaeltaylor
1778,@GlowayInfraTech,True,GlowayInfraTech
1779,@edwardkopoku,True,edwardkopoku
1780,@mohammadtourj,True,mohammadtourj
1781,@daltonc,False,daltonc
1782,@dsb,False,dsb
1783,@aarondavidlewis,True,aarondavidlewis
1784,@zhenghaooo,True,zhenghaooo
1785,@HashcoinRicky,False,HashcoinRicky
1786,@scrypto19,False,scrypto19
1787,@HarveyMultani,True,HarveyMultani
1788,@WinnieSong_x,False,WinnieSong_x
1789,@caryode_1981,False,caryode_1981
1790,@Joekilcullen,False,Joekilcullen
1791,@bhenleysmith,False,bhenleysmith
1792,@sorter_76,False,sorter_76
1793,@n0tzer0sum,False,n0tzer0sum
1794,@0xBC90,False,0xBC90
1795,@jjmccammon,False,jjmccammon
1796,@Jnash333,False,Jnash333
1797,@sonicdeath,False,sonicdeath
1798,@suraj_22,False,suraj_22
1799,@VictorGoic0,True,VictorGoic0
1800,@sameerchishty,False,sameerchishty
1801,@TZhongg,False,TZhongg
1802,@8ennett,False,8ennett
1803,@codezilla_,True,codezilla_
1804,@CancelErnesto,False,CancelErnesto
1805,@Hamza_,False,Hamza_
1806,@Gustavo___0,False,Gustavo___0
1807,@tommykennard,True,tommykennard
1808,@haja_andriamaro,False,haja_andriamaro
1809,@kregasaurusrex,True,kregasaurusrex
1810,@laloalejandro70,False,laloalejandro70
1811,@Hoey1,True,Hoey1
1812,@GMNat0127,True,GMNat0127
1813,@Jediphone,False,Jediphone
1814,@AustinCornilles,True,AustinCornilles
1815,@paulpounendis,False,paulpounendis
1816,@malpern,True,malpern
1817,@shane_ellard,True,shane_ellard
1818,@AmberSorensen92,True,AmberSorensen92
1819,@joshua_d_smith1,True,joshua_d_smith1
1820,@10xBek,True,10xBek
1821,@gogoking,False,gogoking
1822,@Ankit894624,False,Ankit894624
1823,@AnasElayyan,True,AnasElayyan
1824,@jedreisner,False,jedreisner
1825,@RachelRosati,True,RachelRosati
1826,@TomZakharov,False,TomZakharov
1827,@NODESKco,False,NODESKco
1828,@alegw,False,alegw
1829,@Yoann_Buzenet,False,Yoann_Buzenet
1830,@nachkari,False,nachkari
1831,@bluetravelgal90,True,bluetravelgal90
1832,@Computronnn,False,Computronnn
1833,@grantadever,False,grantadever
1834,@ibetomm,True,ibetomm
1835,@RamarsJillella,False,RamarsJillella
1836,@then_there_was,False,then_there_was
1837,@RobVanderpluijm,True,RobVanderpluijm
1838,@mattturck,False,mattturck
1839,@PWolfframm,False,PWolfframm
1840,@homsiT,True,homsiT
1841,@DannyAziz97,True,DannyAziz97
1842,@urennalexa,False,urennalexa
1843,@abigger87,True,abigger87
1844,@m1guelpf,False,m1guelpf
1845,@ChapterOne,False,ChapterOne
1846,@joshlzhang,False,joshlzhang
1847,@WordsofWalterB,False,WordsofWalterB
1848,@kerrybtone,True,kerrybtone
1849,@chichikid,False,chichikid
1850,@gsamaniego41,True,gsamaniego41
1851,@mgsiegler,False,mgsiegler
1852,@mattwyndowe,True,mattwyndowe
1853,@BugSquasher9000,True,BugSquasher9000
1854,@ivanahuckova,True,ivanahuckova
1855,@hdubugras,False,hdubugras
1856,@peterbe,False,peterbe
1857,@fitotoledano,True,fitotoledano
1858,@HannahKonnn,False,HannahKonnn
1859,@heylukegibson,False,heylukegibson
1860,@ylukem,False,ylukem
1861,@markla_monica,True,markla_monica
1862,@temite,False,temite
1863,@Sippzz,False,Sippzz
1864,@PurpleShift42,False,PurpleShift42
1865,@japaninator,False,japaninator
1866,@SarthakJShetty,False,SarthakJShetty
1867,@YaakovCohney,False,YaakovCohney
1868,@Peter_d2i,False,Peter_d2i
1869,@ReidWeb,True,ReidWeb
1870,@lilwonderspeaks,False,lilwonderspeaks
1871,@ChiTownTimmy23,False,ChiTownTimmy23
1872,@DeanCooney,False,DeanCooney
1873,@emhancock1850,False,emhancock1850
1874,@lagerbond,False,lagerbond
1875,@Thierryskoda,False,Thierryskoda
1876,@paws_ed,False,paws_ed
1877,@JurajPal,False,JurajPal
1878,@watersavvy,True,watersavvy
1879,@amstanley,True,amstanley
1880,@SimoneGiertz,False,SimoneGiertz
1881,@jeff_weinstein,False,jeff_weinstein
1882,@jshirley,False,jshirley
1883,@dotMudge,False,dotMudge
1884,@amyngyn,False,amyngyn
1885,@SableChilds,False,SableChilds
1886,@Phillylosophy,False,Phillylosophy
1887,@J__Taylor,True,J__Taylor
1888,@waynnlue,False,waynnlue
1889,@samjeffcoat,True,samjeffcoat
1890,@hello_itsbenji,True,hello_itsbenji
1891,@likothecat,False,likothecat
1892,@DarkinArtist,False,DarkinArtist
1893,@TafariReturns,True,TafariReturns
1894,@nelsonmfinda,False,nelsonmfinda
1895,@CBTheDeveloper,True,CBTheDeveloper
1896,@hello_imJustine,True,hello_imJustine
1897,@RyanGClark,False,RyanGClark
1898,@bwarshaw14,False,bwarshaw14
1899,@andrew_wiebe,False,andrew_wiebe
1900,@Danorlandop,False,Danorlandop
1901,@Obinnaspeaks,True,Obinnaspeaks
1902,@ChairmanOnBrink,True,ChairmanOnBrink
1903,@Karan95cp,False,Karan95cp
1904,@harshdeeprapal,False,harshdeeprapal
1905,@jarhwell,True,jarhwell
1906,@veronikathejoy,False,veronikathejoy
1907,@mbraimah_,False,mbraimah_
1908,@MoeNazariha,False,MoeNazariha
1909,@JacobOlenick,True,JacobOlenick
1910,@bquimper,False,bquimper
1911,@_karimelk,False,_karimelk
1912,@jtwald,False,jtwald
1913,@tdubey,False,tdubey
1914,@jasonwoodland1,False,jasonwoodland1
1915,@pcanella,False,pcanella
1916,@nayelimax,True,nayelimax
1917,@losephjambert,False,losephjambert
1918,@IanRountree,False,IanRountree
1919,@dandenney,False,dandenney
1920,@mendyismyname,True,mendyismyname
1921,@VerseauBlack,False,VerseauBlack
1922,@ClarkValberg,False,ClarkValberg
1923,@nataliasuarez_b,False,nataliasuarez_b
1924,@suryaoruganti,False,suryaoruganti
1925,@zenglekidd,False,zenglekidd
1926,@maxdeviant,False,maxdeviant
1927,@MichaelRihani,False,MichaelRihani
1928,@DerekSine,True,DerekSine
1929,@AndrewSaxIonis,True,AndrewSaxIonis
1930,@weiioflife,False,weiioflife
1931,@masbugan,False,masbugan
1932,@UtilaTheEcon,False,UtilaTheEcon
1933,@Zephraph,False,Zephraph
1934,@thegoodrak,False,thegoodrak
1935,@gojomo,False,gojomo
1936,@icalltopsolo,True,icalltopsolo
1937,@dsaava,False,dsaava
1938,@beautytechy,True,beautytechy
1939,@JamesonHalpern,True,JamesonHalpern
1940,@lovelettersco,False,lovelettersco
1941,@The_Lagrangian,False,The_Lagrangian
1942,@pmar37,False,pmar37
1943,@SAAKeTDUBeY,False,SAAKeTDUBeY
1944,@CurrierMikaela,False,CurrierMikaela
1945,@siscodan,False,siscodan
1946,@S_I234,False,S_I234
1947,@nelag,False,nelag
1948,@agneevanshi,False,agneevanshi
1949,@stevenbroudy,True,stevenbroudy
1950,@BishopFromArk,False,BishopFromArk
1951,@morajabi,False,morajabi
1952,@RE_Akshit,True,RE_Akshit
1953,@realmandan,False,realmandan
1954,@AnneTolmie,True,AnneTolmie
1955,@menashedisrael,False,menashedisrael
1956,@waynejwerner,True,waynejwerner
1957,@OG_Jaybird,False,OG_Jaybird
1958,@BluePhoenixRa,False,BluePhoenixRa
1959,@iamtapi,False,iamtapi
1960,@vitabenes,False,vitabenes
1961,@mattlovesjenni,False,mattlovesjenni
1962,@adamant127,False,adamant127
1963,@moaazsidat,False,moaazsidat
1964,@Roi_Eddie,False,Roi_Eddie
1965,@neurocy,False,neurocy
1966,@janrezac,False,janrezac
1967,@c_amenla,False,c_amenla
1968,@YABOYFANNYPACK,True,YABOYFANNYPACK
1969,@unindie,False,unindie
1970,@kyleschutter,False,kyleschutter
1971,@rlj_law,False,rlj_law
1972,@zaheenhafzer,False,zaheenhafzer
1973,@rk,False,rk
1974,@drdrwhite,False,drdrwhite
1975,@Rob1Ham,True,Rob1Ham
1976,@Abentley77,False,Abentley77
1977,@willwister,False,willwister
1978,@yashplorer,False,yashplorer
1979,@likuev,False,likuev
1980,@joewrainey,True,joewrainey
1981,@ChadMReese,False,ChadMReese
1982,@doubleldaniell,False,doubleldaniell
1983,@RobertBMenke,False,RobertBMenke
1984,@Chritchen,True,Chritchen
1985,@udivaks,False,udivaks
1986,@MichaelJGTZ,False,MichaelJGTZ
1987,@dszaragoza,False,dszaragoza
1988,@KiamcoKim,True,KiamcoKim
1989,@chr1sa,False,chr1sa
1990,@gupta_sushil,False,gupta_sushil
1991,@Ahmed_A_Eissa,True,Ahmed_A_Eissa
1992,@shreyas94,False,shreyas94
1993,@everettchase,False,everettchase
1994,@Dolla_Bill_Phil,False,Dolla_Bill_Phil
1995,@hafizkn,True,hafizkn
1996,@Aaamdii,False,Aaamdii
1997,@symbiote080,False,symbiote080
1998,@menadio007,True,menadio007
1999,@modsoussi,False,modsoussi
2000,@JasonBMcFarlane,True,JasonBMcFarlane
2001,@N1LAYD,True,N1LAYD
2002,@CoinFlipATM,False,CoinFlipATM
2003,@TrendWatcher6,False,TrendWatcher6
2004,@andres_cruz_,False,andres_cruz_
2005,@DennisT03784883,False,DennisT03784883
2006,@eudysperalta,True,eudysperalta
2007,@Paul_Gassee,False,Paul_Gassee
2008,@1philippmerz,False,1philippmerz
2009,@AyoMillionaire,False,AyoMillionaire
2010,@jpatroxas,False,jpatroxas
2011,@jayschulhof,False,jayschulhof
2012,@davidlecea,False,davidlecea
2013,@LucLoja,False,LucLoja
2014,@chrisArgonish,True,chrisArgonish
2015,@HipCityReg,False,HipCityReg
2016,@YeezyKableezy,False,YeezyKableezy
2017,@_iamsanchit,False,_iamsanchit
2018,@xyzmatthieu,False,xyzmatthieu
2019,@anthonyguay_,False,anthonyguay_
2020,@CarlSpurling,True,CarlSpurling
2021,@BundickMichael,True,BundickMichael
2022,@RockHawk,True,RockHawk
2023,@marionpdaly,False,marionpdaly
2024,@sodaman3,False,sodaman3
2025,@KiaLB4,False,KiaLB4
2026,@drahcir_rahl,True,drahcir_rahl
2027,@AlyssaM_InfoSec,False,AlyssaM_InfoSec
2028,@Roman_M_Cooper,False,Roman_M_Cooper
2029,@LindaLawtonDK,False,LindaLawtonDK
2030,@Cyber_Cox,False,Cyber_Cox
2031,@davidgsIoT,False,davidgsIoT
2032,@lynnaloo,False,lynnaloo
2033,@morgvanny,False,morgvanny
2034,@n8olsen,False,n8olsen
2035,@utahshane,False,utahshane
2036,@benf92,False,benf92
2037,@chaseschain,True,chaseschain
2038,@ali1sheikh,False,ali1sheikh
2039,@FalabellaDaniel,True,FalabellaDaniel
2040,@elimu_,False,elimu_
2041,@bcuz93,True,bcuz93
2042,@aneeshmadani,True,aneeshmadani
2043,@xanderjakeq,False,xanderjakeq
2044,@SheridanLintz,True,SheridanLintz
2045,@BleacherBumsW,False,BleacherBumsW
2046,@batspark,False,batspark
2047,@faithkeza,False,faithkeza
2048,@CalLiberal,False,CalLiberal
2049,@dimalluta,True,dimalluta
2050,@JeffreyKaine,False,JeffreyKaine
2051,@andreaskolstad,True,andreaskolstad
2052,@excid3,False,excid3
2053,@darwin_hunt,True,darwin_hunt
2054,@MinneTexan,True,MinneTexan
2055,@paperclique,False,paperclique
2056,@pageman,False,pageman
2057,@RTrips33,True,RTrips33
2058,@whenpiggiesflii,False,whenpiggiesflii
2059,@RivalVoices,False,RivalVoices
2060,@michellescaunas,True,michellescaunas
2061,@ianjanicki,False,ianjanicki
2062,@inaki_crespo,False,inaki_crespo
2063,@vidythatte,False,vidythatte
2064,@KiranSajwani,True,KiranSajwani
2065,@PeterVilleroy,False,PeterVilleroy
2066,@TadeOyerinde,True,TadeOyerinde
2067,@Kieferrrrr,True,Kieferrrrr
2068,@CaitScheel,False,CaitScheel
2069,@daisypavia,True,daisypavia
2070,@zbeastly1,False,zbeastly1
2071,@niyando,True,niyando
2072,@markfzhuk,True,markfzhuk
2073,@TESTAAAAAAAAAAB,True,TESTAAAAAAAAAAB
2074,@stannedev,False,stannedev
2075,@JoshDaniels09,False,JoshDaniels09
2076,@maikroservice,False,maikroservice
2077,@algergawi,False,algergawi
2078,@Migui_BR,False,Migui_BR
2079,@FXG_VR,False,FXG_VR
2080,@kayodea,True,kayodea
2081,@jedduffey,True,jedduffey
2082,@Geffen_Avraham,False,Geffen_Avraham
2083,@mikapeck,True,mikapeck
2084,@sirdavid11,False,sirdavid11
2085,@josh_t_beck,True,josh_t_beck
2086,@CarlosBanko,False,CarlosBanko
2087,@jvanpeborgh,False,jvanpeborgh
2088,@k3fernan,False,k3fernan
2089,@zachalberico,True,zachalberico
2090,@Traceyellle,True,Traceyellle
2091,@casteycakes,False,casteycakes
2092,@HtetThinzarLinn,False,HtetThinzarLinn
2093,@beherenow365,False,beherenow365
2094,@literalbanana,False,literalbanana
2095,@B_I_Pavithrra,False,B_I_Pavithrra
2096,@YounglingAndCo,True,YounglingAndCo
2097,@praveensinghv,False,praveensinghv
2098,@DamiAdepoju,False,DamiAdepoju
2099,@caelanhuntress,False,caelanhuntress
2100,@Chris_Cal_,False,Chris_Cal_
2101,@TheCodePixi,False,TheCodePixi
2102,@awhitehouse104,True,awhitehouse104
2103,@yogesnsamy,True,yogesnsamy
2104,@ethanjaldrich,True,ethanjaldrich
2105,@tinkrboy,False,tinkrboy
2106,@craigsdennis,True,craigsdennis
2107,@nikenjjain,True,nikenjjain
2108,@JSchwarz9,False,JSchwarz9
2109,@akashizzle,False,akashizzle
2110,@FarazPatankar13,False,FarazPatankar13
2111,@Nameet,False,Nameet
2112,@tharsio92,False,tharsio92
2113,@caffeinatedwes,False,caffeinatedwes
2114,@mvernal,False,mvernal
2115,@notbrokenow,True,notbrokenow
2116,@abhikprasad,False,abhikprasad
2117,@HMPodesta,True,HMPodesta
2118,@APatelThompson,False,APatelThompson
2119,@morar,False,morar
2120,@PatriciaCarol44,False,PatriciaCarol44
2121,@Abejith,True,Abejith
2122,@amlm4,False,amlm4
2123,@rYsentrout,False,rYsentrout
2124,@blakelycragun,False,blakelycragun
